user_id,event_date,event_name,channel,signup_date
u_03911,2025-04-25,quote_generated,paid_social,2025-03-22
u_04335,2025-03-26,client_message_sent,content,2025-03-02
u_05514,2025-05-11,client_message_sent,content,2025-01-12
u_05021,2025-07-20,case_opened,content,2025-03-28
u_02895,2025-03-14,document_uploaded,paid_social,2025-02-27
u_04002,2025-07-08,document_uploaded,paid_social,2025-06-24
u_04918,2025-07-06,document_uploaded,paid_social,2025-04-16
u_01674,2025-02-09,quote_generated,content,2025-01-14
u_00430,2025-06-10,quote_generated,referral,2025-05-15
u_03728,2025-03-11,quote_generated,referral,2025-02-19
u_04832,2025-05-05,case_opened,paid_social,2025-04-14
u_04053,2025-03-13,quote_generated,organic,2025-02-15
u_00258,2025-03-20,quote_generated,organic,2025-02-26
u_01743,2025-08-10,client_message_sent,paid_social,2025-05-08
u_02075,2025-08-19,document_uploaded,content,2025-06-26
u_02044,2025-02-12,case_opened,organic,2025-01-05
u_01907,2025-05-20,teammate_invited,organic,2025-05-15
test_069,2025-04-09,client_message_sent,organic,2025-03-14
u_02268,2025-04-10,case_opened,organic,2025-03-18
u_02160,2025-05-09,quote_generated,organic,2025-04-21
u_02226,2025-01-06,document_uploaded,paid_social,2025-01-12
u_01585,2025-06-06,quote_generated,content,2025-04-20
u_00975,2025-03-10,quote_generated,organic,2025-02-21
u_01687,2025-03-04,client_message_sent,paid_social,2025-01-17
u_00889,2025-05-25,document_uploaded,organic,2025-02-09
u_01535,2025-04-18,document_uploaded,referral,2025-03-26
u_04360,2025-08-23,case_opened,referral,2025-05-11
test_143,2025-02-17,document_uploaded,organic,2025-02-06
u_03500,2025-07-01,client_message_sent,content,2025-06-05
u_04686,2025-05-16,case_opened,organic,2025-04-11
u_01611,2025-04-12,quote_generated,content,2025-03-25
u_00943,2025-05-11,client_message_sent,organic,2025-04-13
u_02775,2025-01-04,document_uploaded,paid_social,2025-01-02
u_05815,2025-06-05,client_message_sent,organic,2025-04-09
u_01287,2025-06-15,case_opened,organic,2025-04-25
u_03804,2025-06-05,document_uploaded,organic,2025-05-25
u_05819,2025-02-11,teammate_invited,organic,2025-02-11
u_02856,2025-06-07,document_uploaded,referral,2025-02-03
u_02389,2025-04-14,quote_generated,organic,2025-04-14
test_048,2025-06-17,quote_generated,organic,2025-05-01
u_03506,2025-06-09,teammate_invited,organic,2025-06-08
u_05959,2025-06-24,client_message_sent,organic,2025-02-08
u_04093,2025-06-27,case_opened,paid_social,2025-05-21
u_04324,2025-08-20,document_uploaded,referral,2025-01-09
u_04851,2025-03-10,quote_generated,content,2025-02-28
u_03072,2025-04-27,client_message_sent,paid_social,2025-04-03
u_05208,2025-07-01,client_message_sent,organic,2025-02-13
u_02856,2025-02-15,document_uploaded,referral,2025-02-03
u_01521,2025-06-21,client_message_sent,referral,2025-01-11
u_00866,2025-06-18,quote_generated,organic,2025-04-05
,2025-05-12,case_opened,paid_social,2025-04-03
u_01415,2025-06-16,client_message_sent,referral,2025-06-14
u_05392,2025-07-07,quote_generated,organic,2025-06-10
u_01590,2025-07-13,document_uploaded,content,2025-05-18
u_05057,2025-05-01,quote_generated,organic,2025-02-13
u_00637,2025-02-07,client_message_sent,organic,2025-01-20
u_02336,2025-06-17,document_uploaded,organic,2025-03-20
u_01694,2025-08-20,quote_generated,organic,2025-05-18
u_03227,2025-07-25,document_uploaded,referral,2025-02-08
u_01081,2025-03-27,case_opened,paid_social,2025-02-16
u_00890,2025-02-07,case_opened,organic,2025-01-28
u_03163,2025-05-12,document_uploaded,organic,2025-01-04
u_04174,2025-06-03,case_opened,paid_social,2025-04-19
u_02664,2025-05-09,client_message_sent,referral,2025-04-28
u_04905,2025-03-24,document_uploaded,content,2025-02-26
u_00136,2025-09-02,document_uploaded,content,2025-06-24
u_00522,2025-05-01,client_message_sent,paid_social,2025-04-11
u_04875,2025-05-12,case_opened,referral,2025-03-17
u_04242,2025-05-13,client_message_sent,paid_social,2025-04-23
u_05724,2025-04-02,case_opened,content,2025-04-02
u_05738,2025-03-06,case_opened,content,2025-02-27
u_04110,2025-06-02,teammate_invited,organic,2025-06-02
u_01352,2025-03-12,case_opened,content,2025-02-07
u_03272,2025-06-24,document_uploaded,referral,2025-05-07
u_05008,2025-08-07,client_message_sent,referral,2025-04-05
u_02265,2025-08-14,quote_generated,referral,2025-04-12
u_03629,2025-04-02,quote_generated,organic,2025-03-15
u_01497,2025-06-12,client_message_sent,organic,2025-04-27
u_04817,2025-06-03,document_uploaded,referral,2025-05-17
u_05245,2025-05-03,quote_generated,content,2025-04-16
u_00615,2025-07-02,quote_generated,organic,2025-04-27
u_01870,2025-05-29,document_uploaded,paid_social,2025-05-18
u_02680,2025-05-12,quote_generated,content,2025-05-05
u_05853,2025-01-28,quote_generated,organic,2025-01-21
u_04099,2025-08-08,document_uploaded,organic,2025-03-13
u_02754,2025-06-13,client_message_sent,organic,2025-05-20
u_04036,2025-03-12,document_uploaded,organic,2025-02-21
u_01191,2025-04-21,document_uploaded,paid_social,2025-04-21
u_03326,2025-05-29,teammate_invited,content,2025-05-25
u_00346,2025-06-05,client_message_sent,paid_social,2025-05-12
u_05852,2025-05-16,client_message_sent,organic,2025-05-09
u_05924,2025-04-07,document_uploaded,content,2025-04-06
u_00601,2025-03-21,quote_generated,content,2025-02-26
u_05034,2025-05-12,case_opened,paid_social,2025-04-22
u_05574,2025-07-06,client_message_sent,content,2025-06-02
u_04964,2025-08-25,document_uploaded,organic,2025-01-04
u_01318,2025-05-20,client_message_sent,organic,2025-05-06
u_04827,2025-07-09,client_message_sent,referral,2025-03-20
u_01747,2025-03-09,document_uploaded,organic,2025-03-04
u_02438,2025-07-05,document_uploaded,paid_social,2025-06-18
u_00034,2025-01-29,case_opened,organic,2025-01-07
test_037,2025-03-03,document_uploaded,organic,2025-02-28
u_05592,2025-09-07,case_opened,organic,2025-03-08
u_05735,2025-04-05,case_opened,referral,2025-03-23
u_03150,2025-07-16,document_uploaded,content,2025-06-21
u_05608,2025-04-04,quote_generated,referral,2025-03-26
u_00998,2025-06-20,quote_generated,paid_social,2025-06-09
u_05577,2025-03-17,case_opened,paid_social,2025-02-19
u_05812,2025-02-27,case_opened,organic,2025-02-14
u_00437,2025-02-19,client_message_sent,referral,2025-01-14
u_03872,2025-04-27,client_message_sent,organic,2025-02-22
u_01994,2025-02-02,case_opened,referral,2025-01-27
u_03404,2025-05-12,document_uploaded,organic,2025-05-04
test_068,2025-03-08,case_opened,organic,2025-02-09
u_00738,2025-05-17,client_message_sent,paid_social,2025-05-16
u_05073,2025-02-10,case_opened,organic,2025-01-15
u_00320,2025-03-27,document_uploaded,organic,2025-02-20
u_03483,2025-08-08,client_message_sent,organic,2025-06-14
u_00261,2025-06-12,document_uploaded,organic,2025-05-02
u_01279,2025-06-08,document_uploaded,paid_social,2025-05-17
u_03256,2025-04-03,client_message_sent,organic,2025-02-16
u_03722,2025-07-11,case_opened,organic,2025-06-25
u_01208,2025-09-03,document_uploaded,organic,2025-05-10
u_00566,2025-06-10,document_uploaded,paid_social,2025-05-16
u_02395,2025-03-01,case_opened,paid_social,2025-01-25
u_03374,2025-03-01,teammate_invited,organic,2025-02-26
u_04994,2025-04-16,document_uploaded,organic,2025-01-19
u_04587,2025-03-07,quote_generated,organic,2025-02-21
u_01336,2025-06-03,quote_generated,organic,2025-05-16
u_05841,2025-06-18,quote_generated,organic,2025-06-02
u_01927,2025-08-02,document_uploaded,content,2025-06-23
u_00819,2025-07-04,client_message_sent,organic,2025-06-12
u_01208,2025-06-01,client_message_sent,organic,2025-05-10
u_00949,2025-02-28,case_opened,content,2025-02-07
u_01937,2025-02-06,case_opened,organic,2025-02-01
u_03818,2025-09-09,client_message_sent,organic,2025-02-20
u_02525,2025-05-27,case_opened,organic,2025-05-05
u_01839,2025-01-28,document_uploaded,content,2025-01-19
u_04839,2025-02-04,client_message_sent,paid_social,2025-01-18
test_164,2025-04-06,document_uploaded,organic,2025-02-19
u_05232,2025-05-01,client_message_sent,paid_social,2025-04-10
u_04394,2025-04-15,client_message_sent,paid_social,2025-03-27
u_03036,2025-04-02,case_opened,paid_social,2025-03-27
u_05767,2025-05-03,case_opened,content,2025-03-04
u_00631,2025-02-27,document_uploaded,paid_social,2025-01-12
u_03008,2025-06-13,client_message_sent,organic,2025-05-20
u_05871,2025-05-14,case_opened,organic,2025-03-08
test_179,2025-04-29,client_message_sent,organic,2025-03-15
u_00983,2025-08-21,client_message_sent,organic,2025-01-21
u_04362,2025-04-24,teammate_invited,organic,2025-04-22
u_01153,2025-03-05,quote_generated,organic,2025-02-12
u_03661,2025-03-06,teammate_invited,paid_social,2025-03-02
u_05080,2025-05-10,case_opened,referral,2025-01-20
test_135,2025-04-09,client_message_sent,organic,2025-02-12
u_04615,2025-04-19,case_opened,organic,2025-01-04
u_03154,2025-06-05,quote_generated,organic,2025-03-07
u_05595,2025-07-08,client_message_sent,content,2025-06-11
u_01681,2025-03-22,case_opened,paid_social,2025-02-25
u_03797,2025-05-21,case_opened,organic,2025-04-20
u_03359,2025-03-17,document_uploaded,organic,2025-02-19
u_02251,2025-03-19,document_uploaded,paid_social,2025-02-10
u_00223,2025-06-09,document_uploaded,organic,2025-05-10
,2025-03-06,document_uploaded,content,2025-02-08
u_01926,2025-05-21,case_opened,referral,2025-03-27
u_01846,2025-05-06,case_opened,content,2025-04-28
test_109,2025-07-23,document_uploaded,organic,2025-05-31
u_04305,2025-03-19,case_opened,content,2025-02-20
u_00170,2025-02-22,document_uploaded,referral,2025-02-14
u_00056,2025-05-24,quote_generated,content,2025-02-13
u_04676,2025-04-22,case_opened,organic,2025-03-26
u_03172,2025-06-25,case_opened,paid_social,2025-05-08
u_05786,2025-03-12,document_uploaded,paid_social,2025-03-05
u_02068,2025-06-07,client_message_sent,referral,2025-04-01
u_02502,2025-06-21,case_opened,paid_social,2025-06-01
u_03587,2025-05-19,quote_generated,content,2025-03-25
u_03708,2025-06-27,document_uploaded,referral,2025-06-01
u_03951,2025-08-27,document_uploaded,content,2025-06-13
u_01746,2025-02-20,quote_generated,referral,2025-02-17
u_00403,2025-05-30,quote_generated,referral,2025-05-22
u_04357,2025-05-27,document_uploaded,content,2025-05-05
u_04558,2025-03-09,case_opened,content,2025-02-11
u_03251,2025-06-03,document_uploaded,organic,2025-06-03
u_01951,2025-05-22,case_opened,referral,2025-03-05
u_01406,2025-07-10,case_opened,organic,2025-04-13
u_01615,2025-01-27,quote_generated,organic,2025-01-21
u_00754,2025-01-21,case_opened,paid_social,2025-01-15
u_04403,2025-03-14,quote_generated,organic,2025-03-09
u_03414,2025-02-27,case_opened,organic,2025-02-08
u_01385,2025-06-11,teammate_invited,paid_social,2025-06-07
u_02592,2025-08-21,client_message_sent,organic,2025-06-26
u_05096,2025-02-05,quote_generated,referral,2025-01-03
u_02832,2025-03-01,client_message_sent,organic,2025-02-17
u_03678,2025-02-11,case_opened,referral,2025-01-28
u_04649,2025-01-02,document_uploaded,paid_social,2025-01-01
u_01494,2025-03-19,client_message_sent,referral,2025-02-03
u_01303,2025-03-08,teammate_invited,content,2025-03-05
u_04036,2025-02-27,client_message_sent,organic,2025-02-21
u_00524,2025-05-01,quote_generated,referral,2025-04-21
u_02932,2025-06-19,case_opened,organic,2025-05-27
u_02922,2025-07-15,case_opened,organic,2025-04-27
u_04404,2025-06-02,client_message_sent,paid_social,2025-05-23
u_04435,2025-05-07,document_uploaded,referral,2025-01-06
u_03841,2025-02-17,client_message_sent,paid_social,2025-02-03
u_02020,2025-07-22,case_opened,referral,2025-04-25
,2025-04-24,quote_generated,content,2025-04-13
u_00615,2025-05-09,client_message_sent,organic,2025-04-27
u_02658,2025-03-26,case_opened,content,2025-03-07
test_011,2025-04-05,document_uploaded,organic,2025-03-06
u_03020,2025-08-23,case_opened,organic,2025-06-03
u_03343,2025-05-12,teammate_invited,content,2025-05-06
u_02549,2025-02-05,client_message_sent,organic,2025-01-27
u_03783,2025-09-25,case_opened,organic,2025-04-09
u_01676,2025-06-18,client_message_sent,referral,2025-04-16
u_05691,2025-05-21,case_opened,organic,2025-02-12
u_02660,2025-05-10,document_uploaded,organic,2025-04-23
u_01597,2025-05-13,case_opened,referral,2025-03-12
u_02801,2025-04-19,case_opened,organic,2025-02-20
u_01461,2025-02-14,client_message_sent,paid_social,2025-02-13
test_144,2025-05-28,client_message_sent,organic,2025-05-13
u_00615,2025-07-11,quote_generated,organic,2025-04-27
u_00388,2025-05-02,document_uploaded,organic,2025-03-27
test_129,2025-04-06,quote_generated,organic,2025-03-27
u_04063,2025-07-17,quote_generated,organic,2025-06-15
u_04287,2025-04-27,case_opened,paid_social,2025-04-13
u_04744,2025-07-05,document_uploaded,referral,2025-04-07
u_03686,2025-05-22,case_opened,content,2025-04-11
u_05242,2025-02-21,quote_generated,paid_social,2025-02-12
u_02540,2025-04-23,client_message_sent,organic,2025-04-11
u_02100,2025-04-29,quote_generated,organic,2025-04-27
u_01992,2025-03-19,document_uploaded,paid_social,2025-03-06
u_03316,2025-03-05,quote_generated,content,2025-01-17
test_099,2025-07-12,client_message_sent,organic,2025-05-30
u_04406,2025-06-09,teammate_invited,paid_social,2025-06-05
u_00036,2025-07-24,document_uploaded,organic,2025-06-11
u_00895,2025-05-21,document_uploaded,paid_social,2025-04-04
u_05141,2025-07-15,client_message_sent,organic,2025-02-26
u_02240,2025-07-12,case_opened,paid_social,2025-06-26
u_05665,2025-06-06,quote_generated,paid_social,2025-06-05
u_02150,2025-08-25,case_opened,organic,2025-06-19
u_04397,2025-06-15,document_uploaded,organic,2025-02-19
u_01190,2025-05-12,document_uploaded,paid_social,2025-05-11
u_03094,2025-01-20,document_uploaded,organic,2025-01-01
u_02886,2025-06-05,client_message_sent,content,2025-05-12
u_02394,2025-06-06,client_message_sent,organic,2025-04-09
u_02336,2025-05-26,client_message_sent,organic,2025-03-20
u_04744,2025-08-13,quote_generated,referral,2025-04-07
u_04554,2025-07-18,client_message_sent,organic,2025-05-02
u_03694,2025-09-01,case_opened,content,2025-06-05
u_03036,2025-03-29,case_opened,paid_social,2025-03-27
u_01938,2025-04-01,case_opened,organic,2025-03-01
u_05488,2025-04-10,client_message_sent,content,2025-03-22
u_04754,2025-05-03,client_message_sent,organic,2025-02-28
u_00435,2025-07-27,client_message_sent,referral,2025-05-16
u_00176,2025-08-24,document_uploaded,organic,2025-06-03
u_05870,2025-05-18,document_uploaded,content,2025-04-02
u_02593,2025-04-15,client_message_sent,content,2025-03-14
u_04607,2025-04-03,document_uploaded,organic,2025-03-10
u_01631,2025-03-11,document_uploaded,referral,2025-02-03
u_01794,2025-07-24,quote_generated,content,2025-01-21
u_04829,2025-02-17,client_message_sent,referral,2025-02-07
u_02825,2025-05-18,case_opened,content,2025-03-24
u_03879,2025-06-06,quote_generated,organic,2025-05-16
u_05307,2025-06-03,document_uploaded,paid_social,2025-05-22
u_04097,2025-03-02,quote_generated,content,2025-02-27
u_01904,2025-04-11,quote_generated,organic,2025-03-25
u_00277,2025-05-15,case_opened,paid_social,2025-04-08
u_04873,2025-06-08,case_opened,paid_social,2025-05-22
u_03114,2025-02-18,quote_generated,organic,2025-02-10
u_05738,2025-10-18,case_opened,content,2025-02-27
u_01860,2025-08-24,case_opened,organic,2025-05-26
u_01871,2025-04-15,case_opened,content,2025-02-22
u_02297,2025-04-08,document_uploaded,paid_social,2025-03-25
u_04353,2025-02-17,teammate_invited,organic,2025-02-15
u_02557,2025-05-15,client_message_sent,paid_social,2025-05-10
u_05889,2025-05-29,document_uploaded,content,2025-05-22
u_04994,2025-03-10,case_opened,organic,2025-01-19
u_05944,2025-05-22,client_message_sent,organic,2025-05-07
u_03912,2025-02-11,document_uploaded,paid_social,2025-01-26
u_04238,2025-05-04,case_opened,content,2025-04-10
u_04782,2025-02-15,teammate_invited,content,2025-02-14
u_01169,2025-07-27,client_message_sent,content,2025-04-28
u_03073,2025-08-16,quote_generated,organic,2025-04-12
u_04130,2025-06-28,quote_generated,organic,2025-06-25
u_00030,2025-03-09,case_opened,organic,2025-01-27
u_02592,2025-07-07,client_message_sent,organic,2025-06-26
test_156,2025-05-05,case_opened,organic,2025-05-02
u_05497,2025-03-26,client_message_sent,content,2025-01-07
u_01597,2025-06-21,quote_generated,referral,2025-03-12
u_00030,2025-02-07,quote_generated,organic,2025-01-27
u_01266,2025-03-22,quote_generated,organic,2025-01-05
u_04384,2025-02-20,client_message_sent,organic,2025-02-15
u_02654,2025-07-06,client_message_sent,paid_social,2025-02-16
u_05245,2025-05-12,client_message_sent,content,2025-04-16
u_01987,2025-03-09,client_message_sent,paid_social,2025-03-06
u_01781,2025-05-04,quote_generated,organic,2025-04-25
u_00370,2025-06-18,case_opened,content,2025-06-02
u_02367,2025-06-06,case_opened,paid_social,2025-03-20
u_01121,2025-02-03,quote_generated,referral,2025-01-14
u_00123,2025-05-17,document_uploaded,content,2025-05-12
u_02367,2025-07-11,quote_generated,paid_social,2025-03-20
u_00164,2025-03-04,client_message_sent,organic,2025-02-21
u_05990,2025-04-15,quote_generated,paid_social,2025-02-24
u_02164,2025-02-26,teammate_invited,organic,2025-02-20
u_02161,2025-06-04,document_uploaded,content,2025-02-18
u_05837,2025-06-15,document_uploaded,referral,2025-05-24
u_05386,2025-09-19,document_uploaded,organic,2025-04-04
u_03797,2025-07-25,quote_generated,organic,2025-04-20
u_00533,2025-03-02,client_message_sent,organic,2025-02-15
u_01333,2025-07-13,document_uploaded,referral,2025-05-21
u_02107,2025-01-13,quote_generated,paid_social,2025-01-10
u_03787,2025-06-19,client_message_sent,paid_social,2025-06-16
u_04193,2025-01-14,client_message_sent,organic,2025-01-12
u_02136,2025-06-02,case_opened,organic,2025-05-01
u_02211,2025-02-05,case_opened,organic,2025-01-19
u_02435,2025-05-16,case_opened,paid_social,2025-03-24
u_00189,2025-07-08,client_message_sent,organic,2025-06-21
u_02954,2025-05-21,quote_generated,content,2025-05-18
u_04571,2025-05-22,client_message_sent,paid_social,2025-05-15
u_04837,2025-06-06,teammate_invited,content,2025-06-02
u_05037,2025-03-14,case_opened,organic,2025-03-10
u_05848,2025-03-20,document_uploaded,content,2025-01-03
u_00867,2025-09-07,document_uploaded,content,2025-06-20
u_01066,2025-07-05,client_message_sent,organic,2025-05-23
u_02574,2025-03-21,client_message_sent,organic,2025-03-20
u_04530,2025-07-01,case_opened,content,2025-05-23
u_04710,2025-08-19,document_uploaded,referral,2025-05-12
u_02811,2025-06-15,document_uploaded,organic,2025-01-10
u_05042,2025-04-03,document_uploaded,organic,2025-02-11
u_03795,2025-02-22,quote_generated,organic,2025-02-16
u_05238,2025-03-13,quote_generated,content,2025-02-08
u_01229,2025-07-19,client_message_sent,paid_social,2025-06-27
u_05542,2025-03-12,document_uploaded,content,2025-03-10
u_03221,2025-08-16,quote_generated,organic,2025-06-05
u_05404,2025-04-24,client_message_sent,referral,2025-02-25
u_00188,2025-07-15,case_opened,referral,2025-04-20
u_01968,2025-05-25,quote_generated,organic,2025-05-15
u_04380,2025-02-01,quote_generated,organic,2025-01-26
u_05564,2025-01-18,client_message_sent,referral,2025-01-10
u_04725,2025-03-07,client_message_sent,content,2025-02-23
u_04380,2025-04-18,case_opened,organic,2025-01-26
u_03162,2025-03-15,document_uploaded,organic,2025-01-18
u_04884,2025-07-11,case_opened,referral,2025-05-04
u_05324,2025-07-22,client_message_sent,referral,2025-04-13
u_02444,2025-02-17,document_uploaded,organic,2025-02-10
u_01079,2025-06-15,document_uploaded,referral,2025-03-20
u_04272,2025-04-08,client_message_sent,paid_social,2025-02-18
u_05242,2025-02-14,document_uploaded,paid_social,2025-02-12
u_00707,2025-03-19,case_opened,paid_social,2025-02-21
u_01539,2025-04-22,quote_generated,organic,2025-04-08
u_01568,2025-02-15,client_message_sent,paid_social,2025-02-07
u_02538,2025-04-11,case_opened,referral,2025-01-10
u_03797,2025-05-02,quote_generated,organic,2025-04-20
u_00728,2025-05-02,document_uploaded,organic,2025-04-26
u_00848,2025-06-07,document_uploaded,content,2025-05-25
u_03367,2025-06-18,client_message_sent,referral,2025-04-28
u_03280,2025-04-29,client_message_sent,paid_social,2025-04-20
u_04124,2025-03-25,document_uploaded,organic,2025-03-18
u_05517,2025-09-22,quote_generated,organic,2025-06-23
u_05690,2025-07-18,client_message_sent,organic,2025-01-16
u_00057,2025-03-20,quote_generated,content,2025-03-15
u_02423,2025-05-11,client_message_sent,paid_social,2025-05-05
u_03248,2025-01-28,client_message_sent,organic,2025-01-12
u_00607,2025-06-12,client_message_sent,content,2025-04-21
u_05767,2025-03-22,case_opened,content,2025-03-04
u_05884,2025-04-05,case_opened,referral,2025-03-20
u_04126,2025-06-13,case_opened,content,2025-01-17
u_05945,2025-06-27,document_uploaded,organic,2025-05-06
u_03530,2025-07-04,document_uploaded,referral,2025-06-23
test_041,2025-07-26,client_message_sent,organic,2025-05-29
u_05852,2025-07-21,client_message_sent,organic,2025-05-09
u_01583,2025-03-16,case_opened,paid_social,2025-03-15
u_04028,2025-09-27,document_uploaded,referral,2025-02-11
u_02189,2025-06-28,teammate_invited,paid_social,2025-06-28
u_04762,2025-04-27,quote_generated,paid_social,2025-04-20
u_00446,2025-02-22,quote_generated,content,2025-02-19
u_04209,2025-02-09,client_message_sent,paid_social,2025-01-21
u_00226,2025-04-24,document_uploaded,referral,2025-04-20
u_04062,2025-09-05,quote_generated,organic,2025-02-06
u_04442,2025-05-11,client_message_sent,organic,2025-02-11
u_00822,2025-08-02,client_message_sent,referral,2025-06-22
u_03830,2025-02-23,case_opened,organic,2025-02-02
u_04205,2025-09-18,document_uploaded,organic,2025-06-21
u_03967,2025-01-06,teammate_invited,organic,2025-01-02
u_02667,2025-01-22,case_opened,organic,2025-01-04
u_00548,2025-05-11,teammate_invited,paid_social,2025-05-10
u_03144,2025-03-12,case_opened,referral,2025-01-26
u_03992,2025-08-04,document_uploaded,referral,2025-03-21
u_03202,2025-01-21,document_uploaded,paid_social,2025-01-15
u_00197,2025-06-19,case_opened,organic,2025-05-08
u_04426,2025-06-07,case_opened,content,2025-06-06
u_01027,2025-05-21,case_opened,paid_social,2025-01-02
u_00231,2025-06-24,client_message_sent,organic,2025-04-06
u_03023,2025-02-13,quote_generated,content,2025-02-01
u_00252,2025-01-24,document_uploaded,content,2025-01-09
u_00992,2025-08-07,document_uploaded,organic,2025-06-17
u_03285,2025-07-12,document_uploaded,organic,2025-06-21
u_05852,2025-08-19,case_opened,organic,2025-05-09
u_02443,2025-01-21,case_opened,paid_social,2025-01-18
u_05006,2025-04-30,case_opened,paid_social,2025-04-05
u_05020,2025-07-03,quote_generated,referral,2025-03-04
u_03238,2025-04-04,quote_generated,organic,2025-03-20
u_00838,2025-06-11,document_uploaded,referral,2025-01-24
u_05350,2025-06-27,teammate_invited,referral,2025-06-21
u_04337,2025-09-10,case_opened,referral,2025-02-18
u_05979,2025-01-23,quote_generated,organic,2025-01-07
u_05355,2025-05-03,client_message_sent,organic,2025-04-27
test_148,2025-03-15,client_message_sent,organic,2025-02-21
u_00564,2025-04-23,case_opened,content,2025-04-04
u_02056,2025-05-25,client_message_sent,organic,2025-05-08
u_05471,2025-06-24,teammate_invited,paid_social,2025-06-18
u_02060,2025-05-05,case_opened,referral,2025-02-09
u_00954,2025-07-02,client_message_sent,organic,2025-06-13
u_03074,2025-06-28,teammate_invited,organic,2025-06-23
u_01705,2025-01-27,document_uploaded,paid_social,2025-01-05
u_04922,2025-03-12,case_opened,content,2025-03-03
u_02198,2025-02-03,case_opened,paid_social,2025-01-17
u_04420,2025-04-01,client_message_sent,referral,2025-03-16
u_03378,2025-07-04,case_opened,organic,2025-04-04
u_03526,2025-03-09,client_message_sent,organic,2025-03-09
u_00406,2025-06-09,client_message_sent,referral,2025-01-15
u_01899,2025-06-14,document_uploaded,referral,2025-05-03
u_03974,2025-07-22,client_message_sent,organic,2025-01-11
u_02213,2025-05-21,case_opened,organic,2025-04-05
u_04636,2025-04-21,case_opened,content,2025-04-10
,2025-01-25,client_message_sent,referral,2025-01-05
u_01609,2025-05-26,case_opened,content,2025-05-26
u_05713,2025-03-04,quote_generated,content,2025-02-26
u_00905,2025-09-16,document_uploaded,referral,2025-06-11
u_03612,2025-03-03,quote_generated,paid_social,2025-02-28
